Creditworthy,Acc1,Acc2,Duration,Amount,IntUse
1,0,0,60,3.78765,0
1,0,0,45,2.426591,1
1,1,0,12,0.3880706,0
1,0,0,9,0.7674491,1
1,0,1,24,4.421652,0
1,0,0,9,0.5808276,1
1,1,0,48,3.578532,1
1,1,0,24,1.616194,0
1,1,0,24,0.6815521,0
1,1,0,24,1.177505,0
1,0,0,36,4.134306,0
1,0,1,18,1.418835,0
1,0,1,36,0.9300399,1
1,1,0,36,1.404008,1
1,0,0,12,0.3267155,1
1,1,0,12,1.318622,0
1,1,0,12,0.3625059,1
1,0,0,36,0.998553,0
1,0,0,36,2.277805,0
1,1,0,24,0.6570101,0
1,0,0,9,0.6835973,1
1,0,1,18,2.129531,0
1,1,0,12,0.4064771,1
1,1,0,48,2.354499,1
1,1,0,15,0.6518971,1
1,0,0,36,1.365661,1
1,0,0,54,8.152549,0
1,1,0,48,2.202646,0
1,0,1,21,1.319133,0
1,1,0,24,3.513598,1
1,0,0,12,0.62531,0
1,0,1,21,2.557993,0
1,0,0,12,0.7843218,1
1,1,0,12,2.476187,0
1,1,0,36,1.761912,1
1,0,1,48,2.476698,0
1,0,0,48,2.605544,1
1,1,0,48,3.929278,0
1,0,0,24,0.6928005,0
1,0,0,48,3.280449,0
1,0,0,72,2.860678,1
1,1,0,48,2.009888,0
1,1,0,45,6.041425,0
1,0,1,30,3.82702,1
1,0,0,30,1.099278,0
1,1,0,18,1.592163,1
1,1,0,12,0.6513859,0
1,0,1,15,2.363703,1
1,0,0,48,5.60427,1
1,1,0,48,3.236989,1
1,0,0,18,0.5327662,0
1,0,1,12,0.4074996,1
1,1,0,6,0.2290588,1
1,0,0,12,1.412188,1
1,0,0,21,0.6074147,0
1,0,0,9,0.4693659,1
1,0,1,12,0.3676189,1
1,1,0,12,0.5532178,0
1,0,0,36,7.320677,0
1,1,0,48,1.559952,1
1,1,0,33,2.188841,1
1,0,1,12,0.7950588,1
1,1,0,16,1.342141,0
1,0,0,21,1.414745,0
1,0,0,12,1.518026,1
1,0,0,9,2.622416,1
1,1,0,24,2.10141,1
1,0,1,24,1.225567,1
1,0,0,27,4.252926,0
1,0,0,18,6.634523,1
1,0,0,48,3.354075,0
1,1,0,36,2.647981,1
1,0,0,24,1.389691,0
1,0,0,36,1.21892,1
1,0,1,18,0.2213894,1
1,1,0,24,1.015937,1
1,1,0,24,1.653518,1
1,0,0,24,0.6217309,1
1,0,0,24,2.074311,1
1,1,0,18,0.6876876,1
1,1,0,42,2.234345,1
1,1,0,24,2.489991,0
1,0,0,12,0.662123,0
1,1,0,48,3.140866,1
1,0,0,12,0.3502349,0
1,1,0,36,1.010824,1
1,1,0,18,0.4990209,0
1,0,1,48,2.001196,0
1,1,0,30,6.13448,1
1,0,0,15,3.502349,0
1,0,0,48,8.012966,0
1,0,0,15,1.189776,1
1,1,0,24,0.5235629,1
1,0,0,30,0.9755449,0
1,0,0,60,7.171891,0
