County,FACILITY NAME,COUNTY,FACILITY ID,AVAILABLE BEDS,AVAILABLE BEDS CAPABLE OF ISOLATION,NEW CONFIRMED POSITIVE RESIDENTS ,CURRENT ACTIVE CASES RESIDENTS ,CUMULATIVE POSITIVE RESIDENTS ,COVID-RELATED RESIDENT DEATHS,NEW CONFIRMED POSITIVE HCW   ,CURRENT ACTIVE HCW,CUMULATIVE POSITIVE HCW ,COVID-RELATED HCW DEATHS 
Los Angeles,BELLFLOWER POST ACUTE,LOS ANGELES,940000013,5,59,0,<11,76,<11,0,12,77,0
Los Angeles,BERKLEY EAST HEALTHCARE CENTER,LOS ANGELES,910000014,92,115,0,0,23,0,0,0,112,0
Los Angeles,BERKLEY POST-ACUTE,LOS ANGELES,920000049,19,16,0,<11,94,<11,0,0,78,<11
Los Angeles,BERKLEY WEST HEALTHCARE CENTER,LOS ANGELES,910000013,25,3,0,0,<11,<11,0,0,18,0
Los Angeles,BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER,LOS ANGELES,940000016,59,10,0,0,40,<11,0,0,60,<11
Los Angeles,BONNIE BRAE SKILLED NURSING,LOS ANGELES,970000125,14,2,0,0,29,<11,0,0,36,0
Los Angeles,BRENTWOOD HEALTH CARE CENTER,LOS ANGELES,910000073,2,2,0,0,26,0,0,0,33,0
Los Angeles,BRIARCREST NURSING CENTER,LOS ANGELES,940000012,26,0,0,0,92,11,0,<11,99,<11
Los Angeles,BRIER OAK ON SUNSET,LOS ANGELES,970000005,28,5,0,0,53,12,0,<11,82,0
Los Angeles,BRIGHTON CARE CENTER,LOS ANGELES,970000194,43,44,0,0,116,17,0,<11,111,0
Los Angeles,BROADWAY BY THE SEA,LOS ANGELES,940000005,37,16,0,0,112,21,0,0,76,0
Los Angeles,BROADWAY HEALTHCARE CENTER,LOS ANGELES,950000030,0,0,0,0,96,15,0,0,57,0
Los Angeles,BROADWAY MANOR CARE CENTER,LOS ANGELES,920000021,23,0,0,0,114,18,0,0,72,<11
Los Angeles,BROOKDALE NORTHRIDGE,LOS ANGELES,920000310,14,14,0,0,15,<11,0,0,52,0
Los Angeles,BROOKFIELD HEALTHCARE CENTER,LOS ANGELES,940000069,12,12,0,0,127,26,0,0,51,0
Los Angeles,BUENA VENTURA POST ACUTE CARE CENTER,LOS ANGELES,940000020,32,4,0,0,121,17,0,0,54,0
Los Angeles,BURBANK HEALTHCARE AND REHABILITATION CENTER,LOS ANGELES,920000071,17,1,0,0,237,40,0,0,161,0
Los Angeles,BURLINGTON CONVALESCENT HOSPITAL,LOS ANGELES,970000127,35,6,0,0,77,12,0,0,74,0
Los Angeles,CALIFORNIA HEALTHCARE AND REHABILITATION CENTER,LOS ANGELES,920000050,18,13,0,<11,107,19,<11,<11,167,<11
Los Angeles,CALIFORNIA POST ACUTE,LOS ANGELES,970000131,16,3,0,0,45,<11,0,0,66,0
Los Angeles,CALIFORNIA POST-ACUTE CARE,LOS ANGELES,940000074,38,0,0,0,108,<11,0,0,80,0
Los Angeles,CAMELLIA GARDENS CARE CENTER,LOS ANGELES,970000163,19,6,0,0,40,<11,0,0,104,<11
Los Angeles,CANYON OAKS NURSING AND REHABILITATION CENTER,LOS ANGELES,920000083,54,10,0,0,122,11,0,0,113,0
Los Angeles,CASA BONITA CONVALESCENT HOSPITAL,LOS ANGELES,950000052,18,18,0,0,40,<11,0,0,68,0
Los Angeles,CASITAS CARE CENTER,LOS ANGELES,920000090,11,0,0,0,138,17,0,0,102,0
Los Angeles,CATALINA ISLAND MEDICAL CENTER D/P SNF,LOS ANGELES,930000669,0,0,0,0,0,0,0,0,15,0
Los Angeles,CATERED MANOR NURSING CENTER,LOS ANGELES,940000031,16,0,0,0,50,15,0,0,44,0
Los Angeles,CENTINELA SKILLED NURSING & WELLNESS CENTRE,LOS ANGELES,910000005,10,2,0,0,48,<11,0,<11,40,0
Los Angeles,"CENTURY VILLA, INC.",LOS ANGELES,910000065,7,2,0,0,91,11,0,0,61,0
Los Angeles,CERRITOS VISTA HEALTHCARE CENTER,LOS ANGELES,940000112,17,22,0,0,138,18,0,0,112,0
Los Angeles,CHANDLER CONVALESCENT HOSPITAL,LOS ANGELES,920000014,16,6,0,0,106,12,0,0,84,<11
Los Angeles,CHATSWORTH PARK HEALTH CARE CENTER,LOS ANGELES,920000084,33,0,0,<11,63,11,0,0,75,0
Los Angeles,CHINO VALLEY HEALTH CARE CENTER,LOS ANGELES,950000033,9,2,0,0,124,18,0,<11,95,<11
Los Angeles,CLARA BALDWIN STOCKER HOME,LOS ANGELES,950000088,15,12,0,0,21,<11,0,0,24,<11
Los Angeles,CLAREMONT CARE CENTER,LOS ANGELES,950000002,16,16,0,0,107,<11,0,0,83,0
Los Angeles,CLAREMONT MANOR CARE CENTER,LOS ANGELES,950000053,22,6,0,0,<11,<11,0,0,33,0
Los Angeles,CLEAR VIEW CONVALESCENT CENTER,LOS ANGELES,910000024,11,6,0,0,13,<11,0,<11,49,0
Los Angeles,CLEAR VIEW SANITARIUM,LOS ANGELES,910000025,1,0,0,0,42,<11,0,0,41,0
Los Angeles,COAST CARE CONVALESCENT CENTER,LOS ANGELES,950000047,8,3,0,0,43,<11,0,0,30,0
Los Angeles,COLLEGE VISTA POST-ACUTE,LOS ANGELES,970000089,3,0,0,0,36,<11,0,0,37,0
Los Angeles,COLONIAL CARE CENTER,LOS ANGELES,940000034,47,6,0,0,147,20,0,0,144,0
Los Angeles,COLONIAL GARDENS NURSING HOME,LOS ANGELES,940000033,9,6,0,0,96,<11,0,0,38,<11
Los Angeles,COMMUNITY CARE CENTER,LOS ANGELES,950000022,19,3,0,0,156,<11,0,0,116,0
Los Angeles,COUNTRY MANOR HEALTHCARE,LOS ANGELES,920000005,9,4,0,0,122,18,0,0,97,<11
Los Angeles,COUNTRY OAKS CARE CENTER,LOS ANGELES,950000040,13,2,0,0,34,<11,0,0,56,0
Los Angeles,COUNTRY VILLA BAY VISTA HEALTHCARE CENTER,LOS ANGELES,940000004,10,5,0,0,94,<11,0,0,70,0
Los Angeles,COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER,LOS ANGELES,940000053,19,3,0,0,38,<11,0,0,45,0
Los Angeles,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,LOS ANGELES,950000042,11,2,0,0,36,<11,0,0,44,0
Los Angeles,COUNTRY VILLA EAST NURSING CENTER,LOS ANGELES,970000035,20,8,0,0,153,21,0,0,70,0
Los Angeles,COUNTRY VILLA LOS FELIZ NURSING CENTER,LOS ANGELES,970000083,22,4,0,0,141,30,0,0,124,0
Los Angeles,COUNTRY VILLA MAR VISTA NURSING CENTER,LOS ANGELES,910000058,8,0,0,0,28,<11,0,0,44,0
Los Angeles,COUNTRY VILLA NORTH CONVALESCENT CENTER,LOS ANGELES,910000332,30,4,0,0,80,<11,0,0,121,<11
Los Angeles,COUNTRY VILLA PAVILION NURSING CENTER,LOS ANGELES,910000318,18,0,0,0,90,15,0,0,43,<11
Los Angeles,COUNTRY VILLA REHABILITATION CENTER,LOS ANGELES,970000137,55,10,0,0,121,13,0,0,162,0
Los Angeles,COUNTRY VILLA SHERATON NURSING AND REHAB. CENTER,LOS ANGELES,920000089,25,3,0,0,147,27,0,<11,100,<11
Los Angeles,COUNTRY VILLA SOUTH CONVALESCENT CENTER,LOS ANGELES,910000027,24,1,0,0,210,27,0,0,59,0
Los Angeles,COUNTRY VILLA TERRACE NURSING CENTER,LOS ANGELES,910000316,12,12,0,0,39,0,0,0,55,<11
Los Angeles,COUNTRY VILLA WESTWOOD CONVALESCENT CENTER,LOS ANGELES,910000028,15,6,0,0,87,<11,0,0,79,0
Los Angeles,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,LOS ANGELES,910000326,14,0,0,0,65,11,0,0,44,0
Los Angeles,COURTYARD CARE CENTER,LOS ANGELES,940000098,15,3,0,0,29,<11,0,0,40,0
Los Angeles,COVINA REHABILITATION CENTER,LOS ANGELES,950000014,8,4,0,0,46,<11,0,0,60,0
Los Angeles,CRENSHAW NURSING HOME,LOS ANGELES,910000314,2,1,0,0,42,<11,0,0,58,0
Los Angeles,CULVER WEST HEALTH CENTER,LOS ANGELES,910000032,14,4,0,0,108,11,0,0,74,0
Los Angeles,DEL AMO GARDENS CARE CENTER,LOS ANGELES,910000033,35,2,0,0,56,<11,0,<11,66,0
Los Angeles,DEL MAR CONVALESCENT HOSPITAL,LOS ANGELES,950000056,4,3,0,0,19,<11,0,0,34,0
Los Angeles,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,LOS ANGELES,170001860,52,0,0,0,72,<11,0,0,103,0
Los Angeles,"DESERT CANYON POST ACUTE, LLC",LOS ANGELES,920000051,12,3,0,0,66,19,0,0,68,0
Los Angeles,DOWNEY COMMUNITY HEALTH CENTER,LOS ANGELES,940000057,21,21,0,0,176,18,0,0,111,0
Los Angeles,DOWNEY POST ACUTE,LOS ANGELES,940000017,23,3,0,0,134,11,0,0,125,0
Los Angeles,DREIER'S NURSING CARE CENTER,LOS ANGELES,920000015,0,9,0,0,70,<11,0,0,36,0
Los Angeles,DRIFTWOOD HEALTHCARE CENTER,LOS ANGELES,910000034,8,3,0,0,27,<11,0,0,31,0
Los Angeles,EAST LOS ANGELES DOCTORS HOSPITAL D/P SNF,LOS ANGELES,930000685,7,2,0,0,<11,0,0,0,34,0
Los Angeles,EASTLAND SUBACUTE AND REHABILITATION CENTER,LOS ANGELES,950000103,19,6,0,<11,85,<11,0,<11,118,0
Los Angeles,EDGEWATER SKILLED NURSING CENTER,LOS ANGELES,940000043,18,5,0,0,42,0,0,0,52,0
Los Angeles,EISENBERG VILLAGE,LOS ANGELES,920000062,88,18,0,0,61,42,0,0,147,0
Los Angeles,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,LOS ANGELES,960001457,137,6,0,0,11,<11,0,0,43,0
Los Angeles,EL MONTE CONVALESCENT HOSPITAL,LOS ANGELES,950000038,43,93,0,0,79,26,0,<11,47,<11
Los Angeles,EL RANCHO VISTA HEALTH CARE CENTER,LOS ANGELES,940000044,23,23,0,0,66,22,0,0,49,<11
Los Angeles,EMANATE HEALTH HOSPICE,LOS ANGELES,950000236,8,10,0,0,<11,<11,0,0,18,0
Los Angeles,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL, D/P SNF",LOS ANGELES,930001498,8,4,0,0,16,<11,0,<11,75,0
Los Angeles,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,930000865,3,0,0,0,0,0,0,0,35,0
Los Angeles,FIDELITY HEALTH CARE,LOS ANGELES,950000006,19,8,0,0,52,<11,0,0,30,0
Los Angeles,FIRESIDE HEALTH CARE CENTER,LOS ANGELES,910000038,26,3,0,0,52,0,0,0,48,0
Los Angeles,"FLOWER VILLA, INC.",LOS ANGELES,970000037,1,1,0,0,24,<11,0,0,18,<11
Los Angeles,FOOTHILL HEIGHTS CARE CENTER,LOS ANGELES,970000174,3,3,0,0,26,<11,0,0,26,0
Los Angeles,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,LOS ANGELES,970000015,23,6,0,0,75,<11,0,0,93,<11
Los Angeles,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",LOS ANGELES,920000004,42,42,0,0,132,21,0,0,83,<11
Los Angeles,GARDEN CREST REHABILITATION CENTER,LOS ANGELES,970000062,8,8,0,0,33,<11,0,0,23,0
Los Angeles,GARDEN VIEW POST-ACUTE REHABILITATION,LOS ANGELES,950000023,16,1,0,0,112,<11,0,0,36,0
Los Angeles,GARDENA CONVALESCENT CENTER,LOS ANGELES,910000275,28,16,0,<11,67,16,0,0,54,0
Los Angeles,GEM TRANSITIONAL CARE CENTER,LOS ANGELES,970000068,33,13,0,0,71,18,0,<11,43,0
Los Angeles,GLADSTONE SUB-ACUTE AND REHAB CENTER,LOS ANGELES,950000001,17,15,0,0,46,15,0,0,66,0
Los Angeles,GLENDALE ADVENTIST MEDICAL CENTER D/P SNF,LOS ANGELES,930000892,2,1,0,0,47,<11,0,0,27,0
Los Angeles,GLENDALE HEALTHCARE CENTER,LOS ANGELES,970000085,7,2,0,0,34,<11,0,0,44,0
Los Angeles,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR. D/P SNF,LOS ANGELES,930000722,0,0,0,0,0,0,0,0,0,0
Los Angeles,GLENDALE POST ACUTE CENTER,LOS ANGELES,920000020,29,3,0,0,66,13,0,0,40,0
Los Angeles,GLENDORA CANYON TRANSITIONAL CARE UNIT,LOS ANGELES,950000256,7,7,0,0,136,12,0,0,75,0
Los Angeles,"GLENDORA GRAND, INC.",LOS ANGELES,950000009,42,5,0,0,236,17,0,0,205,<11
Los Angeles,GLENHAVEN HEALTHCARE,LOS ANGELES,920000304,14,4,0,0,28,<11,0,0,28,0
Los Angeles,GLENOAKS CONV. HOSPITAL,LOS ANGELES,920000017,14,6,0,0,30,<11,0,0,<11,0
Los Angeles,GOLDEN LEGACY CARE CENTER,LOS ANGELES,920000011,146,10,0,0,80,<11,0,0,108,<11
Los Angeles,GOLDEN STATE COLONIAL HEALTHCARE CENTER,LOS ANGELES,920000073,7,7,0,0,62,<11,0,0,59,<11
Los Angeles,GOOD SAMARITAN HOSPITAL D/P SNF,LOS ANGELES,930000735,0,0,0,0,0,0,0,0,0,0
Los Angeles,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,LOS ANGELES,910000043,10,0,0,0,31,<11,0,0,25,0
Los Angeles,GRANADA HILLS CONVALESCENT HOSPITAL,LOS ANGELES,920000086,11,1,0,0,<11,<11,0,0,39,<11
Los Angeles,GRANADA POST ACUTE,LOS ANGELES,940000076,19,5,0,0,116,23,0,<11,105,0
Los Angeles,GRANCELL VILLAGE OF THE JEWISH HOMES FOR THE AGING,LOS ANGELES,920000060,20,18,0,0,40,17,0,0,76,0
Los Angeles,GRAND PARK CONVALESCENT HOSPITAL,LOS ANGELES,970000133,28,9,0,0,131,64,0,<11,125,<11
Los Angeles,GRAND VALLEY HEALTH CARE CENTER,LOS ANGELES,920000055,11,6,0,0,124,15,0,0,76,0
Los Angeles,GREATER EL MONTE COMMUNITY HOSPITAL D/P SNF,LOS ANGELES,930001562,4,2,0,0,<11,<11,0,0,18,0
Los Angeles,GREEN ACRES HEALTHCARE CENTER,LOS ANGELES,950000058,1,0,0,0,57,<11,0,<11,88,0
Los Angeles,GREENFIELD CARE CENTER OF SOUTH GATE,LOS ANGELES,940000078,27,2,0,0,122,16,0,0,84,0
Los Angeles,GRIFFITH PARK HEALTHCARE CENTER,LOS ANGELES,920000018,23,23,0,0,63,<11,0,0,91,0
Los Angeles,GUARDIAN REHABILITATION HOSPITAL,LOS ANGELES,910000320,19,3,0,<11,77,<11,0,0,69,0
Los Angeles,HARBOR POST ACUTE CARE CENTER,LOS ANGELES,910000046,35,27,0,0,78,<11,0,<11,45,0
Los Angeles,HARVARD CREEK POST ACUTE,LOS ANGELES,950000046,9,4,0,0,56,<11,0,0,62,0
Los Angeles,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",LOS ANGELES,910000047,8,8,0,0,60,<11,0,0,49,0
Los Angeles,HERITAGE MANOR,LOS ANGELES,970000169,1,2,0,0,127,36,0,0,85,0
Los Angeles,HERITAGE REHABILITATION CENTER,LOS ANGELES,910000048,51,0,0,<11,124,12,0,0,87,0
Los Angeles,HIGH VALLEY LODGE,LOS ANGELES,920000026,8,2,0,0,38,<11,0,0,27,0
Los Angeles,HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,LOS ANGELES,970000117,10,5,0,0,63,<11,0,0,63,0
Los Angeles,HOLIDAY MANOR CARE CENTER,LOS ANGELES,920000068,26,7,0,0,88,<11,0,0,55,0
Los Angeles,HOLLENBECK PALMS,LOS ANGELES,970000156,2,2,0,0,41,<11,0,<11,77,<11
Los Angeles,HOLLYWOOD PREMIER HEALTHCARE CENTER,LOS ANGELES,970000039,21,21,0,0,60,12,0,0,35,0
Los Angeles,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,LOS ANGELES,930000575,12,12,0,0,<11,0,0,0,33,0
Los Angeles,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,LOS ANGELES,950000062,33,4,<11,0,81,<11,0,0,51,0
Los Angeles,HUNTINGTON HEALTHCARE CENTER,LOS ANGELES,970000115,2,0,0,0,28,14,0,0,34,0
Los Angeles,HUNTINGTON PARK NURSING CENTER,LOS ANGELES,940000073,24,0,0,0,109,12,0,0,113,<11
Los Angeles,HUNTINGTON POST ACUTE,LOS ANGELES,970000075,14,1,0,0,107,14,0,0,108,0
Los Angeles,HYDE PARK HEALTHCARE CENTER,LOS ANGELES,910000049,13,13,0,0,87,<11,0,0,66,0
Los Angeles,IMPERIAL CARE CENTER,LOS ANGELES,920000078,13,13,0,0,116,16,0,<11,95,0
Los Angeles,IMPERIAL CREST HEALTH CARE CENTER,LOS ANGELES,910000041,17,0,0,0,32,<11,0,0,24,0
Los Angeles,IMPERIAL HEALTHCARE CENTER,LOS ANGELES,940000115,13,13,0,0,103,13,0,0,105,<11
Los Angeles,INFINITY CARE OF EAST LOS ANGELES,LOS ANGELES,970000070,34,1,0,0,93,17,0,0,67,0
Los Angeles,INGLEWOOD HEALTH CARE CENTER,LOS ANGELES,910000050,21,2,0,0,77,24,0,0,71,0
Los Angeles,INLAND VALLEY CARE AND REHABILITATION CENTER,LOS ANGELES,950000079,27,0,0,0,110,<11,0,0,131,0
Los Angeles,INTERCOMMUNITY CARE CENTER,LOS ANGELES,940000065,34,12,0,0,99,12,0,0,75,<11
Los Angeles,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,LOS ANGELES,940000064,11,6,0,0,56,<11,0,0,85,<11
Los Angeles,IVY CREEK HEALTHCARE & WELLNESS CENTRE,LOS ANGELES,950000100,20,1,<11,18,99,16,0,<11,73,0
Los Angeles,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,630011499,23,4,0,0,101,34,0,<11,226,0
Los Angeles,KEI-AI LOS ANGELES HEALTHCARE CENTER,LOS ANGELES,970000111,11,4,0,<11,298,114,0,<11,255,0
Los Angeles,KEI-AI SOUTH BAY HEALTHCARE CENTER,LOS ANGELES,910000276,9,9,0,0,114,18,0,0,79,0
Los Angeles,KENNEDY POST ACUTE CARE CENTER,LOS ANGELES,910000324,17,1,0,0,106,11,0,<11,80,<11
Los Angeles,KINGSLEY MANOR CARE CENTER,LOS ANGELES,970000029,22,5,0,0,35,<11,0,0,50,0
Los Angeles,LA BREA REHABILITATION CENTER,LOS ANGELES,970000021,25,25,0,0,89,16,0,0,89,0
Los Angeles,LA CRESCENTA HEALTHCARE CENTER,LOS ANGELES,920000031,10,1,0,0,93,11,0,<11,98,0
Los Angeles,LA HABRA CONVALESCENT HOSPITAL,LOS ANGELES,60000117,35,35,0,0,91,<11,0,0,64,0
Los Angeles,LA PAZ GEROPSYCHIATRIC CENTER,LOS ANGELES,940000026,25,0,0,0,71,0,0,0,44,0
Los Angeles,LAKE BALBOA CARE CENTER,LOS ANGELES,920000059,6,2,0,0,16,0,0,0,21,0
Los Angeles,LAKEVIEW TERRACE,LOS ANGELES,970000139,4,10,0,0,122,<11,0,0,115,0
Los Angeles,LAKEWOOD HEALTHCARE CENTER,LOS ANGELES,940000006,13,1,0,0,134,<11,0,0,151,0
Los Angeles,LANDMARK MEDICAL CENTER,LOS ANGELES,950000066,0,0,0,0,97,0,0,0,74,0
Los Angeles,LAS FLORES CONVALESCENT HOSPITAL,LOS ANGELES,910000053,32,6,0,0,106,11,0,0,98,<11
Los Angeles,LAUREL PARK BEHAVIORAL HEALTH CENTER,LOS ANGELES,950000068,0,2,0,0,<11,0,0,0,25,0
Los Angeles,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC",LOS ANGELES,910000067,5,2,0,0,88,<11,0,0,82,0
Los Angeles,LEGACY HEALTHCARE CENTER,LOS ANGELES,970000186,7,7,0,0,58,0,0,0,43,0
Los Angeles,LEISURE GLEN POST ACUTE CARE CENTER,LOS ANGELES,970000081,35,0,0,0,61,18,0,0,87,0
Los Angeles,LIGHTHOUSE HEALTHCARE CENTER,LOS ANGELES,940000050,50,0,0,0,49,<11,0,0,98,0
Los Angeles,LITTLE SISTERS OF THE POOR,LOS ANGELES,910000054,8,4,0,0,17,<11,0,0,26,0
Los Angeles,LIVE OAK REHABILITATION CENTER,LOS ANGELES,950000031,11,0,0,0,107,18,0,<11,64,<11
Los Angeles,LOMITA POST-ACUTE CARE CENTER,LOS ANGELES,910000055,23,9,0,0,51,<11,0,0,60,0
Los Angeles,LONG BEACH CARE CENTER,LOS ANGELES,940000107,23,6,0,0,132,13,0,0,105,<11
Los Angeles,LONG BEACH HEALTHCARE CENTER,LOS ANGELES,940000056,46,5,0,0,138,11,0,0,90,<11
Los Angeles,LONG BEACH MEMORIAL MEDICAL CENTER D/P SNF,LOS ANGELES,930000547,0,0,0,0,0,0,0,0,0,0
Los Angeles,LONG BEACH POST ACUTE,LOS ANGELES,940000101,19,8,0,0,0,0,0,0,14,0
Los Angeles,LONGWOOD MANOR CONVALESCENT HOSPITAL,LOS ANGELES,910000328,21,28,0,<11,152,11,0,<11,95,<11
Los Angeles,LOS ANGELES COMMUNITY HOSPITAL D/P SNF,LOS ANGELES,930001558,4,9,0,0,<11,0,0,0,31,0
Los Angeles,LOS PALOS POST-ACUTE CARE CENTER,LOS ANGELES,910000057,31,31,0,0,87,<11,0,0,65,0
Los Angeles,LOTUS CARE CENTER,LOS ANGELES,910000035,5,2,0,0,28,0,0,0,14,0
Los Angeles,LYNWOOD POST ACUTE CARE CENTER,LOS ANGELES,940000036,9,9,0,0,95,15,0,0,58,0
Los Angeles,MACLAY HEALTHCARE CENTER,LOS ANGELES,920000009,39,2,<11,0,101,14,0,<11,155,0
Los Angeles,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,LOS ANGELES,920000087,16,2,0,0,97,11,0,0,56,<11
Los Angeles,MANCHESTER MANOR CVLT HOSPITAL,LOS ANGELES,970000064,9,0,0,0,50,<11,0,0,22,0
Los Angeles,MAPLE HEALTHCARE CENTER,LOS ANGELES,970000141,2,2,0,0,41,<11,0,0,39,0
Los Angeles,MARINA POINTE HEALTHCARE & SUBACUTE,LOS ANGELES,910000059,23,5,0,0,50,12,0,0,45,0
Los Angeles,MARLORA POST ACUTE REHABILITATION HOSPITAL,LOS ANGELES,940000072,25,3,0,0,70,<11,0,0,67,<11
Los Angeles,MARYCREST MANOR,LOS ANGELES,910000060,8,4,0,0,11,0,0,0,56,0
Los Angeles,MAYFLOWER CARE CENTER,LOS ANGELES,950000249,7,1,0,0,78,<11,0,<11,66,0
Los Angeles,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,LOS ANGELES,920000052,11,4,0,0,25,<11,0,0,21,0
Los Angeles,MAYWOOD SKILLED NURSING & WELLNESS CENTRE,LOS ANGELES,940000092,26,6,0,0,61,19,0,0,69,0
Los Angeles,MEADOWBROOK BEHAVIORAL HEALTH CENTER,LOS ANGELES,910000061,0,0,0,0,62,0,0,0,38,0
Los Angeles,MEMORIAL HOSPITAL OF GARDENA D/P SNF,LOS ANGELES,930000904,16,2,0,0,<11,<11,0,<11,57,0
Los Angeles,MESA GLEN CARE CENTER,LOS ANGELES,950000032,6,0,0,0,68,<11,0,0,68,0
Los Angeles,MID-WILSHIRE HEALTH CARE CENTER,LOS ANGELES,970000143,14,5,0,0,49,21,0,0,51,0
Los Angeles,MIRACLE MILE HEALTHCARE CENTER LLC,LOS ANGELES,910000322,28,8,0,0,73,14,0,0,35,<11
Los Angeles,MIRADA HILLS REHABILITATION AND CONVALESCENT HOSPITAL,LOS ANGELES,940000001,45,9,0,0,117,14,0,0,96,<11
Los Angeles,MISSION CARE CENTER,LOS ANGELES,950000050,6,1,0,0,62,<11,0,0,43,0
Los Angeles,MONROVIA GARDENS HEALTHCARE CENTER,LOS ANGELES,950000048,18,6,0,0,102,34,0,0,54,0
Los Angeles,MONROVIA POST ACUTE,LOS ANGELES,950000073,29,0,0,0,75,<11,0,0,97,0
Los Angeles,MONTE VISTA GROVE HOMES,LOS ANGELES,970000180,24,2,0,0,16,<11,0,0,37,0
Los Angeles,MONTE VISTA HEALTHCARE CENTER,LOS ANGELES,950000011,8,2,0,0,89,20,0,0,68,0
Los Angeles,MONTEBELLO CARE CENTER,LOS ANGELES,940000109,17,17,0,0,89,15,0,<11,80,<11
Los Angeles,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP.",LOS ANGELES,970000109,31,7,0,0,66,<11,0,0,37,0
Los Angeles,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",LOS ANGELES,950000076,26,1,0,0,48,0,0,0,60,0
Los Angeles,MONTEREY PARK CONVALESCENT HOSPITAL,LOS ANGELES,970000182,2,0,0,0,49,11,0,<11,89,<11
Los Angeles,MONTROSE HEALTHCARE CENTER,LOS ANGELES,920000028,6,0,0,0,50,13,0,0,35,0
Los Angeles,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,LOS ANGELES,920000027,33,6,0,0,70,<11,0,0,38,0
Los Angeles,MOTION PICTURE & TELEVISION HOSPITAL D/P SNF,LOS ANGELES,930000744,31,22,0,0,36,<11,0,0,107,<11
Los Angeles,MOUNT SAN ANTONIO GARDENS,LOS ANGELES,950000078,38,4,0,0,24,<11,0,0,21,0
Los Angeles,MOUNTAIN VIEW CONVALESCENT HOSPITAL,LOS ANGELES,920000007,20,2,0,0,65,21,0,0,91,0
Los Angeles,NEW VISTA NURSING AND REHABILITATION CENTER,LOS ANGELES,920000025,7,2,0,0,105,0,0,0,83,<11
Los Angeles,NEW VISTA POST-ACUTE CARE CENTER,LOS ANGELES,910000019,7,0,0,0,52,<11,0,0,35,0
Los Angeles,NORTH VALLEY NURSING CENTER,LOS ANGELES,920000024,14,5,0,0,55,<11,0,0,74,0
Los Angeles,NORTH WALK VILLA CONVALESCENT HOSPITAL,LOS ANGELES,940000048,12,1,0,0,51,12,0,0,42,0
Los Angeles,NORTHRIDGE CARE CENTER,LOS ANGELES,920000063,7,2,0,0,76,<11,0,0,23,<11
Los Angeles,NORWALK MEADOWS NURSING CENTER,LOS ANGELES,940000063,1,1,0,0,83,<11,0,<11,115,0
Los Angeles,NORWALK SKILLED NURSING & WELLNESS CENTRE,LOS ANGELES,940000024,26,3,0,0,107,<11,0,0,91,<11
Los Angeles,OAKPARK HEALTHCARE CENTER,LOS ANGELES,920000029,1,1,0,0,<11,<11,0,0,<11,0
Los Angeles,OCEAN PARK HEALTHCARE,LOS ANGELES,910000075,1,1,0,0,20,<11,0,0,24,0
Los Angeles,OCEAN POINTE HEALTHCARE CENTER,LOS ANGELES,910000006,11,11,0,0,75,<11,0,0,41,0
Los Angeles,OLIVE VISTA BEHAVIORAL HEALTH CENTER,LOS ANGELES,950000036,2,2,0,0,93,0,0,<11,68,<11
Los Angeles,OLYMPIA CONVALESCENT HOSPITAL,LOS ANGELES,970000145,42,16,0,0,142,43,0,0,67,0
Los Angeles,OSAGE HEALTHCARE & WELLNESS CENTRE,LOS ANGELES,910000004,7,14,0,0,51,11,0,0,21,0
Los Angeles,PACIFIC CARE NURSING CENTER,LOS ANGELES,940000089,19,4,0,0,63,15,0,<11,131,<11
Los Angeles,PACIFIC PALMS HEALTHCARE,LOS ANGELES,940000046,46,6,0,0,75,<11,<11,<11,104,0
Los Angeles,PACIFIC POST - ACUTE,LOS ANGELES,910000064,12,0,0,0,23,<11,0,0,24,0
Los Angeles,"PACIFIC VILLA, INC.",LOS ANGELES,940000090,10,4,0,0,89,11,0,0,105,<11
