Price,Age,Mileage,MPG,KBB Price,CR Reliability Score
2008.00,22.00,175.40,20.00,1300.00,0.49
2685.00,20.00,156.10,23.00,2100.00,0.55
6536.00,11.00,124.70,25.00,5100.00,0.89
16424.00,2.00,23.50,37.00,12700.00,0.81
9926.00,7.00,86.00,26.00,7700.00,0.60
6954.00,11.00,125.30,27.00,4400.00,0.61
1880.00,25.00,180.90,17.00,1200.00,0.77
17857.00,1.00,24.00,35.00,13800.00,0.47
3500.00,16.00,163.90,24.00,2700.00,0.84
6321.00,12.00,130.90,17.00,4900.00,0.47
8798.00,9.00,108.70,23.00,6800.00,0.58
9840.00,7.00,96.60,29.00,7600.00,0.82
6538.00,12.00,127.10,35.00,5100.00,0.75
11607.00,6.00,80.80,33.00,9000.00,0.77
17002.00,2.00,32.70,26.00,15200.00,0.82
3259.00,18.00,163.20,31.00,2500.00,0.66
2334.00,19.00,173.20,21.00,1800.00,0.88
11194.00,6.00,81.90,20.00,8700.00,0.71
17322.00,2.00,28.00,19.00,15500.00,0.85
2352.00,22.00,172.10,19.00,1800.00,0.59
4204.00,15.00,151.80,23.00,3300.00,0.91
2746.00,19.00,162.90,22.00,2100.00,0.63
4666.00,14.00,141.30,32.00,3600.00,0.63
10005.00,8.00,98.80,30.00,7700.00,0.87
13685.00,5.00,54.70,24.00,10600.00,0.92
9714.00,7.00,95.40,23.00,7500.00,0.53
3888.00,16.00,148.60,29.00,3000.00,0.56
11102.00,7.00,79.30,19.00,8600.00,0.80
6927.00,11.00,126.60,22.00,5400.00,0.56
3529.00,18.00,156.50,22.00,2700.00,0.91
8496.00,9.00,98.30,19.00,6600.00,0.68
2055.00,24.00,176.80,36.00,1600.00,0.94
3526.00,16.00,164.50,29.00,2200.00,0.88
13045.00,5.00,54.30,33.00,10100.00,0.47
15238.00,2.00,35.70,33.00,11800.00,0.75
3896.00,17.00,154.40,23.00,3000.00,0.78
16348.00,2.00,16.50,18.00,12700.00,0.91
2867.00,19.00,161.50,25.00,2200.00,0.54
2409.00,20.00,160.90,19.00,1900.00,0.87
4423.00,14.00,145.50,19.00,3400.00,0.64
3424.00,14.00,153.20,20.00,1500.00,0.53
16869.00,2.00,25.30,37.00,13100.00,0.72
6852.00,11.00,123.80,32.00,5300.00,0.50
7095.00,11.00,127.30,29.00,5500.00,0.46
2009.00,22.00,179.00,25.00,1600.00,0.77
15481.00,3.00,35.70,32.00,12000.00,0.58
2087.00,20.00,164.30,31.00,1300.00,0.59
5861.00,12.00,132.20,30.00,4500.00,0.55
5554.00,13.00,146.20,29.00,4300.00,0.94
18880.00,1.00,8.90,34.00,14600.00,0.88
3634.00,17.00,151.60,22.00,2800.00,0.74
8086.00,9.00,101.20,33.00,6300.00,0.71
3835.00,14.00,153.40,38.00,2400.00,0.51
16069.00,2.00,28.10,19.00,12400.00,0.63
5736.00,13.00,142.90,19.00,4400.00,0.48
10252.00,7.00,95.70,27.00,7900.00,0.56
3834.00,16.00,153.90,40.00,3000.00,0.62
6004.00,12.00,138.70,18.00,4700.00,0.46
5609.00,13.00,147.20,25.00,4300.00,0.59
6692.00,11.00,127.60,23.00,5200.00,0.80
2412.00,20.00,155.10,24.00,1900.00,0.91
6499.00,11.00,129.00,22.00,4100.00,0.52
3948.00,16.00,155.40,20.00,3100.00,0.57
11406.00,6.00,66.70,30.00,8800.00,0.90
2431.00,19.00,172.50,26.00,1900.00,0.55
6968.00,11.00,119.40,39.00,4400.00,0.82
14686.00,3.00,45.30,34.00,11400.00,0.89
16740.00,2.00,33.80,22.00,13000.00,0.47
2583.00,19.00,158.10,38.00,1600.00,0.66
2318.00,24.00,171.20,34.00,1800.00,0.47
5307.00,13.00,143.90,25.00,4100.00,0.70
2215.00,25.00,175.90,36.00,1700.00,0.52
1804.00,25.00,189.60,34.00,1400.00,0.63
9732.00,7.00,98.70,28.00,7500.00,0.51
9419.00,8.00,104.90,19.00,7300.00,0.89
2330.00,21.00,157.90,35.00,1800.00,0.87
3115.00,18.00,158.60,27.00,2400.00,0.60
3337.00,18.00,154.20,23.00,2100.00,0.55
17690.00,1.00,14.50,29.00,13700.00,0.50
12271.00,5.00,68.00,38.00,9500.00,0.60
3699.00,15.00,164.00,20.00,2900.00,0.50
13592.00,4.00,48.90,40.00,10500.00,0.65
6789.00,11.00,118.10,24.00,5300.00,0.57
2055.00,23.00,170.30,38.00,1300.00,0.81
16788.00,1.00,16.50,38.00,13000.00,0.77
15811.00,2.00,30.00,25.00,14100.00,0.92
6165.00,12.00,142.20,30.00,3900.00,0.48
18095.00,1.00,12.50,26.00,14000.00,0.53
7251.00,10.00,123.30,25.00,5600.00,0.59
1866.00,24.00,178.70,22.00,1400.00,0.82
3631.00,15.00,158.40,21.00,1600.00,0.70
5644.00,13.00,147.40,36.00,4400.00,0.59
11513.00,6.00,75.60,27.00,8900.00,0.83
8208.00,10.00,107.90,18.00,6400.00,0.84
12724.00,5.00,61.20,26.00,9900.00,0.67
18254.00,1.00,12.00,26.00,16300.00,0.90
5719.00,13.00,134.00,21.00,4400.00,0.83
2078.00,24.00,183.20,30.00,1600.00,0.94
3425.00,17.00,167.00,25.00,2700.00,0.58
17860.00,1.00,19.20,37.00,16000.00,0.59
6961.00,11.00,118.00,38.00,5400.00,0.58
15345.00,3.00,43.90,26.00,13700.00,0.74
18282.00,1.00,18.60,26.00,14200.00,0.95
2248.00,22.00,167.00,39.00,1700.00,0.65
13057.00,4.00,52.70,27.00,10100.00,0.58
4031.00,17.00,152.50,24.00,3100.00,0.89
5104.00,13.00,151.70,32.00,3200.00,0.88
4121.00,17.00,150.00,32.00,3200.00,0.76
2063.00,20.00,170.40,34.00,1300.00,0.55
17498.00,2.00,18.40,33.00,17500.00,0.66
3957.00,14.00,154.80,25.00,2500.00,0.84
11558.00,6.00,65.10,29.00,9000.00,0.55
10190.00,8.00,89.50,28.00,7900.00,0.84
2806.00,19.00,158.20,36.00,2200.00,0.79
9244.00,8.00,98.60,28.00,7200.00,0.66
4143.00,15.00,151.70,30.00,3200.00,0.67
16766.00,2.00,31.40,25.00,13000.00,0.94
2021.00,21.00,163.30,21.00,1600.00,0.80
13215.00,4.00,56.50,27.00,10200.00,0.47
17272.00,2.00,19.00,35.00,13400.00,0.61
7495.00,9.00,114.10,24.00,5800.00,0.70
6957.00,11.00,125.10,23.00,5400.00,0.91
9703.00,8.00,99.40,27.00,8700.00,0.86
2119.00,25.00,185.80,18.00,1600.00,0.64
1938.00,23.00,168.00,39.00,1500.00,0.48
1768.00,22.00,173.70,23.00,1100.00,0.89
15570.00,3.00,43.00,31.00,12100.00,0.58
8250.00,10.00,107.90,25.00,7400.00,0.94
6860.00,11.00,127.10,23.00,5300.00,0.74
3992.00,15.00,158.00,35.00,1800.00,0.78
11553.00,6.00,74.60,30.00,8900.00,0.62
9759.00,7.00,96.50,36.00,7600.00,0.48
2037.00,25.00,173.40,22.00,1300.00,0.67
16606.00,2.00,26.70,26.00,12900.00,0.46
12591.00,5.00,62.10,35.00,9800.00,0.77
5772.00,13.00,137.60,30.00,3700.00,0.69
10523.00,7.00,88.90,26.00,8200.00,0.46
2456.00,19.00,155.90,21.00,1600.00,0.50
6535.00,11.00,129.80,28.00,2900.00,0.57
7582.00,11.00,116.20,18.00,5900.00,0.53
8145.00,10.00,113.30,22.00,6300.00,0.63
2369.00,20.00,157.70,35.00,1800.00,0.63
6215.00,12.00,130.80,26.00,4800.00,0.81
2200.00,23.00,164.10,24.00,1700.00,0.55
1905.00,21.00,173.00,27.00,900.00,0.74
5727.00,12.00,143.00,28.00,4400.00,0.89
8105.00,10.00,116.60,25.00,6300.00,0.45
15222.00,3.00,42.40,30.00,11800.00,0.55
7257.00,11.00,115.50,40.00,5600.00,0.47
2941.00,18.00,168.90,35.00,1900.00,0.62
7677.00,10.00,119.60,34.00,5900.00,0.95
1989.00,25.00,183.00,29.00,1500.00,0.57
13741.00,4.00,50.90,39.00,12300.00,0.73
8109.00,9.00,113.90,19.00,6300.00,0.61
3177.00,17.00,164.00,24.00,1400.00,0.51
2174.00,25.00,175.10,17.00,1700.00,0.80
5343.00,13.00,144.30,29.00,4100.00,0.85
1852.00,23.00,175.40,31.00,1400.00,0.71
2779.00,19.00,156.00,23.00,2200.00,0.88
13115.00,5.00,64.90,39.00,10200.00,0.65
3402.00,18.00,159.70,28.00,2600.00,0.81
11909.00,6.00,66.90,23.00,9200.00,0.72
14984.00,3.00,31.10,20.00,11600.00,0.52
6474.00,11.00,128.90,39.00,5000.00,0.55
1891.00,23.00,176.20,25.00,1500.00,0.65
12460.00,5.00,59.50,30.00,9700.00,0.66
6192.00,12.00,133.90,26.00,4800.00,0.79
17162.00,2.00,17.00,33.00,13300.00,0.61
9096.00,9.00,98.40,36.00,7000.00,0.79
2628.00,19.00,168.40,33.00,2000.00,0.86
6238.00,12.00,133.60,17.00,4800.00,0.94
2090.00,22.00,166.40,32.00,1300.00,0.85
3696.00,16.00,151.20,24.00,2900.00,0.57
7800.00,10.00,116.70,21.00,6000.00,0.60
2535.00,21.00,160.80,35.00,2000.00,0.46
14063.00,4.00,48.80,19.00,10900.00,0.89
18356.00,1.00,11.20,17.00,14200.00,0.45
3390.00,17.00,161.90,32.00,2600.00,0.48
11252.00,6.00,75.50,34.00,8700.00,0.53
1920.00,25.00,183.10,29.00,1500.00,0.48
3500.00,16.00,152.40,31.00,2700.00,0.95
2136.00,20.00,170.60,40.00,1700.00,0.94
3660.00,16.00,157.00,28.00,1600.00,0.64
1929.00,23.00,172.10,33.00,1500.00,0.90
1994.00,20.00,174.30,23.00,1500.00,0.74
2041.00,22.00,177.40,19.00,900.00,0.54
6322.00,11.00,132.80,37.00,4900.00,0.52
10795.00,7.00,83.30,37.00,8400.00,0.66
7892.00,10.00,110.00,21.00,6100.00,0.84
18170.00,1.00,10.60,33.00,14100.00,0.60
2075.00,21.00,172.60,28.00,1600.00,0.85
6385.00,12.00,130.60,25.00,4000.00,0.82
9426.00,8.00,103.30,33.00,7300.00,0.83
16550.00,3.00,27.80,32.00,12800.00,0.90
1749.00,25.00,188.60,25.00,800.00,0.79
4425.00,15.00,146.20,34.00,3400.00,0.95
2548.00,19.00,166.40,33.00,2000.00,0.71
2063.00,20.00,172.10,31.00,1600.00,0.63
6314.00,12.00,138.40,30.00,4900.00,0.54
3269.00,16.00,154.70,19.00,2500.00,0.89
1855.00,25.00,188.80,21.00,1400.00,0.90
16379.00,2.00,25.20,31.00,12700.00,0.75
2135.00,24.00,183.90,19.00,1700.00,0.91
6661.00,11.00,128.00,37.00,5200.00,0.89
2377.00,21.00,163.00,36.00,1500.00,0.65
10053.00,7.00,86.00,32.00,7800.00,0.85
3457.00,16.00,159.10,22.00,2700.00,0.50
2103.00,24.00,185.70,31.00,1600.00,0.61
9267.00,9.00,103.90,32.00,8300.00,0.63
10270.00,7.00,92.70,18.00,8000.00,0.62
2145.00,24.00,172.60,37.00,1700.00,0.56
2147.00,20.00,171.30,17.00,1700.00,0.78
3027.00,18.00,157.80,38.00,2300.00,0.75
17138.00,1.00,11.70,31.00,13300.00,0.47
9462.00,8.00,97.40,36.00,7300.00,0.74
7757.00,10.00,116.70,32.00,6900.00,0.86
2002.00,24.00,170.90,27.00,1600.00,0.60
3344.00,18.00,159.00,26.00,2600.00,0.57
6884.00,11.00,126.50,23.00,5300.00,0.92
2190.00,21.00,170.70,22.00,1700.00,0.73
8814.00,9.00,98.00,21.00,6800.00,0.51
3682.00,15.00,158.60,21.00,2900.00,0.79
17222.00,2.00,22.60,39.00,13300.00,0.62
9993.00,7.00,97.70,30.00,7700.00,0.85
1946.00,25.00,187.30,22.00,1500.00,0.85
13999.00,4.00,47.50,34.00,10800.00,0.66
2128.00,24.00,166.10,21.00,1300.00,0.70
5263.00,13.00,143.70,33.00,3300.00,0.58
1871.00,23.00,171.50,32.00,1400.00,0.80
9300.00,9.00,98.80,38.00,7200.00,0.65
18699.00,1.00,8.00,22.00,16700.00,0.54
2364.00,19.00,170.80,31.00,1500.00,0.73
11918.00,6.00,76.10,31.00,9200.00,0.76
8593.00,9.00,104.30,40.00,6700.00,0.61
15978.00,2.00,32.20,22.00,14300.00,0.75
17127.00,1.00,20.80,33.00,13300.00,0.51
2314.00,20.00,159.40,26.00,1800.00,0.85
1937.00,22.00,171.80,27.00,1500.00,0.88
12828.00,5.00,61.50,38.00,9900.00,0.92
3560.00,16.00,153.90,34.00,2800.00,0.67
15004.00,3.00,32.90,29.00,11600.00,0.83
4240.00,15.00,155.20,21.00,3300.00,0.73
3889.00,16.00,157.50,38.00,3000.00,0.67
7501.00,10.00,113.30,33.00,5800.00,0.60
7534.00,10.00,110.40,29.00,5800.00,0.84
3587.00,17.00,163.60,37.00,2800.00,0.73
14793.00,3.00,34.30,32.00,11500.00,0.81
9392.00,8.00,98.60,28.00,7300.00,0.71
7526.00,11.00,118.20,29.00,5800.00,0.66
13076.00,4.00,56.00,34.00,10100.00,0.48
3973.00,16.00,146.70,37.00,3100.00,0.54
13653.00,5.00,56.90,27.00,10600.00,0.89
14953.00,3.00,38.20,37.00,11600.00,0.49
2780.00,19.00,163.90,38.00,2200.00,0.69
12852.00,4.00,57.30,25.00,10000.00,0.74
18875.00,1.00,10.70,20.00,16900.00,0.72
13031.00,4.00,48.20,22.00,10100.00,0.70
12366.00,6.00,66.30,25.00,11100.00,0.55
11968.00,6.00,73.40,33.00,9300.00,0.94
6326.00,11.00,132.80,31.00,2800.00,0.70
2400.00,21.00,156.70,34.00,1900.00,0.49
16205.00,3.00,35.40,25.00,12600.00,0.49
17813.00,1.00,18.10,37.00,13800.00,0.93
1773.00,25.00,188.20,23.00,1400.00,0.80
16532.00,3.00,27.00,34.00,12800.00,0.69
5465.00,13.00,149.90,23.00,4200.00,0.59
9533.00,8.00,91.60,20.00,7400.00,0.81
7305.00,10.00,112.10,38.00,5700.00,0.93
2582.00,19.00,171.80,22.00,2000.00,0.63
3167.00,18.00,162.20,21.00,2500.00,0.53
3698.00,14.00,159.40,18.00,2900.00,0.62
3210.00,18.00,163.70,21.00,2000.00,0.68
15722.00,2.00,36.00,37.00,12200.00,0.87
13547.00,5.00,54.20,23.00,10500.00,0.63
3589.00,18.00,151.30,20.00,2800.00,0.48
2062.00,21.00,159.80,20.00,1600.00,0.60
10073.00,7.00,94.20,26.00,7800.00,0.93
3492.00,18.00,155.60,33.00,2700.00,0.76
7317.00,10.00,119.30,28.00,5700.00,0.65
2038.00,24.00,176.50,18.00,1600.00,0.55
1992.00,20.00,173.10,29.00,1500.00,0.55
7300.00,11.00,114.90,28.00,5700.00,0.66
5874.00,12.00,131.20,25.00,4500.00,0.71
2164.00,20.00,163.70,20.00,1700.00,0.63
3517.00,17.00,157.70,38.00,2700.00,0.61
3866.00,16.00,148.00,17.00,3000.00,0.57
3836.00,16.00,148.10,28.00,3000.00,0.47
3691.00,16.00,151.70,27.00,2900.00,0.73
2029.00,22.00,177.00,32.00,1600.00,0.76
4470.00,14.00,140.90,19.00,3500.00,0.45
2234.00,22.00,173.30,31.00,1700.00,0.81
6292.00,12.00,131.40,40.00,4900.00,0.68
10379.00,7.00,95.70,20.00,8000.00,0.58
3688.00,15.00,160.20,21.00,2900.00,0.74
12965.00,5.00,67.00,26.00,10000.00,0.82
7410.00,10.00,122.60,40.00,5700.00,0.60
2121.00,22.00,171.70,22.00,1600.00,0.79
8649.00,9.00,107.20,34.00,6700.00,0.49
2171.00,23.00,168.40,36.00,1700.00,0.72
10725.00,6.00,84.10,39.00,8300.00,0.45
6296.00,12.00,132.00,20.00,4900.00,0.88
3177.00,18.00,169.20,25.00,2500.00,0.89
8909.00,8.00,108.00,36.00,6900.00,0.54
2103.00,25.00,179.10,19.00,1600.00,0.93
1895.00,21.00,174.60,38.00,1200.00,0.64
9841.00,7.00,96.60,20.00,7600.00,0.45
11440.00,6.00,71.50,35.00,8900.00,0.83
9555.00,7.00,89.40,27.00,7400.00,0.47
5724.00,13.00,145.30,19.00,4400.00,0.62
10544.00,7.00,86.70,25.00,8200.00,0.81
2109.00,22.00,167.90,37.00,1600.00,0.73
2164.00,23.00,170.20,28.00,1400.00,0.46
3528.00,17.00,153.30,39.00,2700.00,0.53
9950.00,8.00,91.60,23.00,7700.00,0.66
7091.00,11.00,114.10,28.00,5500.00,0.78
10112.00,7.00,94.50,27.00,7800.00,0.58
6858.00,11.00,125.60,29.00,5300.00,0.49
2108.00,25.00,179.20,30.00,1600.00,0.62
2423.00,22.00,168.80,21.00,1900.00,0.82
8600.00,9.00,98.40,34.00,6700.00,0.78
3283.00,18.00,169.30,37.00,2500.00,0.56
7311.00,10.00,116.80,23.00,5700.00,0.51
8101.00,9.00,111.50,24.00,6300.00,0.50
7478.00,11.00,115.20,24.00,5800.00,0.53
2641.00,19.00,162.50,36.00,2000.00,0.71
12743.00,5.00,64.80,19.00,9900.00,0.77
5623.00,12.00,138.80,27.00,4400.00,0.61
15545.00,3.00,34.00,24.00,12000.00,0.70
2113.00,25.00,183.50,33.00,1600.00,0.47
13402.00,5.00,56.70,34.00,10400.00,0.69
15301.00,3.00,40.20,30.00,11900.00,0.92
12325.00,6.00,68.10,25.00,9500.00,0.75
3841.00,16.00,146.80,20.00,3000.00,0.95
17264.00,2.00,19.50,35.00,13400.00,0.74
2749.00,19.00,159.40,27.00,1700.00,0.75
4035.00,15.00,148.50,29.00,3100.00,0.80
3483.00,16.00,151.70,34.00,2200.00,0.95
15034.00,3.00,40.70,27.00,11600.00,0.84
12268.00,6.00,68.40,38.00,9500.00,0.83
11414.00,6.00,74.10,38.00,8800.00,0.83
2200.00,23.00,167.30,34.00,1700.00,0.90
7286.00,11.00,120.60,31.00,5600.00,0.90
4588.00,14.00,144.30,21.00,3600.00,0.91
4491.00,14.00,145.00,37.00,3500.00,0.93
5963.00,12.00,136.90,31.00,4600.00,0.90
6548.00,12.00,131.20,30.00,5100.00,0.83
2140.00,23.00,166.90,29.00,1700.00,0.82
2259.00,21.00,159.50,24.00,1700.00,0.51
15989.00,3.00,25.70,25.00,12400.00,0.74
4088.00,15.00,151.70,32.00,3200.00,0.76
7212.00,10.00,117.10,18.00,5600.00,0.76
1963.00,25.00,180.50,18.00,1500.00,0.81
10405.00,7.00,90.90,27.00,8100.00,0.79
5263.00,13.00,149.40,29.00,3300.00,0.48
2126.00,25.00,185.20,23.00,1600.00,0.80
1955.00,24.00,174.30,20.00,1500.00,0.62
13025.00,5.00,53.20,36.00,10100.00,0.70
2463.00,19.00,166.90,24.00,1900.00,0.53
8553.00,9.00,105.00,28.00,6600.00,0.87
16096.00,2.00,33.90,27.00,12500.00,0.68
2306.00,24.00,167.60,21.00,1800.00,0.67
2181.00,21.00,164.90,19.00,1700.00,0.79
2551.00,21.00,157.20,24.00,2000.00,0.48
6125.00,12.00,142.70,38.00,4700.00,0.84
3688.00,16.00,160.50,35.00,2900.00,0.70
2203.00,20.00,160.00,27.00,1700.00,0.66
3553.00,16.00,156.90,29.00,2800.00,0.50
2836.00,19.00,159.20,40.00,2200.00,0.84
3358.00,14.00,159.90,39.00,2600.00,0.79
5454.00,12.00,143.80,37.00,4200.00,0.77
7726.00,9.00,108.30,33.00,6000.00,0.78
10888.00,6.00,76.10,25.00,8400.00,0.56
2292.00,23.00,164.50,40.00,1800.00,0.77
2314.00,19.00,173.90,30.00,1800.00,0.78
8715.00,8.00,108.30,31.00,6800.00,0.94
3587.00,16.00,157.80,19.00,2800.00,0.72
2304.00,24.00,171.20,37.00,1800.00,0.56
15043.00,3.00,31.20,33.00,11700.00,0.91
9578.00,8.00,105.30,25.00,7400.00,0.74
3668.00,17.00,155.20,35.00,2800.00,0.82
9807.00,8.00,99.10,31.00,7600.00,0.59
12788.00,5.00,62.80,21.00,9900.00,0.90
2668.00,19.00,165.40,27.00,2100.00,0.46
13781.00,4.00,55.70,34.00,10700.00,0.90
5482.00,13.00,141.70,38.00,3500.00,0.58
3723.00,17.00,155.00,30.00,2900.00,0.81
5998.00,13.00,138.90,37.00,4600.00,0.73
15287.00,3.00,27.70,27.00,11800.00,0.83
8021.00,9.00,101.70,35.00,6200.00,0.52
3914.00,14.00,152.80,38.00,2500.00,0.66
4218.00,15.00,150.80,22.00,3300.00,0.93
12730.00,4.00,50.50,25.00,9900.00,0.63
15652.00,3.00,32.00,26.00,12100.00,0.92
7697.00,9.00,113.90,35.00,6000.00,0.56
13687.00,4.00,55.40,33.00,10600.00,0.76
5634.00,12.00,141.20,39.00,3600.00,0.49
2240.00,23.00,174.70,34.00,1700.00,0.60
17415.00,1.00,25.60,32.00,15600.00,0.48
3871.00,17.00,150.50,27.00,3000.00,0.83
2129.00,24.00,170.70,24.00,1600.00,0.79
1866.00,25.00,181.80,21.00,1400.00,0.50
1803.00,25.00,184.10,33.00,800.00,0.94
2321.00,24.00,168.30,20.00,1800.00,0.53
14231.00,4.00,43.30,22.00,11000.00,0.58
3799.00,14.00,149.30,24.00,2900.00,0.89
11451.00,6.00,65.80,35.00,8900.00,0.60
5500.00,13.00,144.40,24.00,4300.00,0.78
11267.00,6.00,79.10,32.00,8700.00,0.53
12622.00,5.00,66.10,30.00,9800.00,0.61
4113.00,14.00,145.40,29.00,3200.00,0.55
3543.00,17.00,151.30,24.00,2200.00,0.75
3480.00,16.00,157.20,40.00,2200.00,0.80
2052.00,22.00,168.70,37.00,1300.00,0.86
5747.00,12.00,140.90,22.00,2600.00,0.50
7211.00,10.00,113.40,24.00,5600.00,0.93
2066.00,23.00,162.20,27.00,1600.00,0.50
7709.00,9.00,113.60,40.00,6000.00,0.78
13048.00,4.00,54.50,20.00,10100.00,0.80
2651.00,19.00,158.50,39.00,2100.00,0.77
6219.00,13.00,135.70,24.00,4800.00,0.60
2099.00,22.00,165.60,17.00,1600.00,0.70
7214.00,11.00,123.30,33.00,5600.00,0.63
16631.00,2.00,30.70,31.00,12900.00,0.68
1939.00,25.00,174.20,28.00,1500.00,0.62
2218.00,22.00,162.60,34.00,1700.00,0.66
4204.00,15.00,146.20,37.00,2700.00,0.52
2146.00,20.00,172.60,33.00,1700.00,0.53
13197.00,5.00,53.50,25.00,10200.00,0.51
2076.00,24.00,170.30,37.00,1600.00,0.46
13046.00,5.00,57.70,33.00,10100.00,0.64
12217.00,5.00,62.70,20.00,9500.00,0.86
4175.00,15.00,146.20,38.00,3200.00,0.47
3316.00,18.00,165.40,34.00,2600.00,0.78
3103.00,16.00,160.40,38.00,2400.00,0.48
3884.00,17.00,152.70,34.00,3000.00,0.49
2028.00,24.00,170.10,36.00,1600.00,0.90
13625.00,4.00,46.40,38.00,10600.00,0.65
8925.00,9.00,99.40,25.00,8000.00,0.92
1917.00,20.00,173.50,31.00,1500.00,0.81
2230.00,21.00,165.90,23.00,1700.00,0.85
3443.00,18.00,153.30,28.00,2700.00,0.49
6522.00,12.00,135.00,22.00,5100.00,0.93
1916.00,21.00,167.10,25.00,1200.00,0.86
9447.00,8.00,100.90,30.00,7300.00,0.88
9613.00,7.00,97.70,37.00,7400.00,0.64
18167.00,1.00,20.10,32.00,14100.00,0.67
8390.00,10.00,110.00,37.00,6500.00,0.56
13894.00,4.00,50.60,40.00,10800.00,0.47
2406.00,24.00,168.50,21.00,1900.00,0.94
3325.00,17.00,167.30,26.00,2600.00,0.73
1872.00,25.00,175.50,22.00,1500.00,0.85
13285.00,5.00,57.40,20.00,10300.00,0.82
2976.00,18.00,161.90,39.00,2300.00,0.85
9291.00,8.00,106.70,32.00,7200.00,0.95
7419.00,10.00,122.50,34.00,5700.00,0.82
9619.00,7.00,90.40,31.00,7500.00,0.81
12288.00,5.00,68.40,21.00,9500.00,0.78
5874.00,12.00,140.60,34.00,4500.00,0.49
4117.00,15.00,149.70,27.00,3200.00,0.83
1919.00,23.00,178.70,24.00,1200.00,0.77
13321.00,4.00,49.90,28.00,10300.00,0.79
6398.00,12.00,124.00,25.00,5000.00,0.61
7052.00,11.00,120.00,27.00,5500.00,0.60
3713.00,14.00,152.30,26.00,2900.00,0.61
12311.00,5.00,69.50,33.00,11000.00,0.67
16008.00,2.00,29.10,36.00,12400.00,0.56
1793.00,24.00,182.10,34.00,1400.00,0.76
3679.00,18.00,153.70,23.00,2800.00,0.87
12940.00,5.00,66.70,29.00,10000.00,0.62
13367.00,4.00,52.90,39.00,10400.00,0.66
13942.00,4.00,37.50,33.00,10800.00,0.89
4300.00,15.00,154.50,35.00,3300.00,0.48
5226.00,13.00,151.30,18.00,3300.00,0.95
17914.00,2.00,18.70,39.00,17900.00,0.49
1929.00,25.00,186.50,19.00,1500.00,0.53
2298.00,21.00,156.40,39.00,1800.00,0.94
10058.00,7.00,96.70,29.00,7800.00,0.74
15629.00,3.00,40.60,18.00,12100.00,0.49
3180.00,16.00,159.30,38.00,1400.00,0.67
5750.00,13.00,137.90,34.00,4500.00,0.86
1955.00,25.00,173.80,32.00,1500.00,0.58
1830.00,24.00,184.00,26.00,1400.00,0.83
10900.00,6.00,79.30,39.00,8400.00,0.68
2584.00,19.00,162.70,35.00,2000.00,0.73
1939.00,23.00,174.50,33.00,1200.00,0.67
11824.00,6.00,68.60,34.00,9200.00,0.73
16248.00,2.00,33.60,37.00,14500.00,0.77
4527.00,14.00,144.20,23.00,2900.00,0.64
3666.00,16.00,154.40,26.00,2800.00,0.56
13382.00,4.00,53.60,27.00,10400.00,0.45
2334.00,19.00,172.20,39.00,1800.00,0.45
16127.00,2.00,18.60,29.00,12500.00,0.46
2216.00,23.00,161.90,24.00,1700.00,0.65
8319.00,9.00,106.10,38.00,6400.00,0.61
5425.00,13.00,151.10,26.00,4200.00,0.60
4115.00,14.00,150.60,27.00,3200.00,0.82
2417.00,21.00,156.20,29.00,1900.00,0.85
3501.00,16.00,159.00,33.00,2700.00,0.80
7651.00,10.00,121.70,23.00,5900.00,0.78
8300.00,9.00,117.10,39.00,6400.00,0.87
14524.00,4.00,39.30,31.00,11300.00,0.87
16062.00,2.00,30.20,27.00,12400.00,0.75
13523.00,4.00,39.90,30.00,10500.00,0.83
3046.00,18.00,162.20,18.00,2400.00,0.80
10571.00,7.00,90.50,36.00,8200.00,0.89
2244.00,21.00,171.20,37.00,1700.00,0.52
1870.00,25.00,175.60,36.00,1400.00,0.91
3143.00,18.00,158.80,20.00,2400.00,0.48
9312.00,8.00,93.60,28.00,7200.00,0.51
7782.00,10.00,109.10,38.00,6000.00,0.54
2193.00,23.00,163.10,26.00,1700.00,0.80
2134.00,24.00,183.90,21.00,1700.00,0.88
15269.00,3.00,44.40,30.00,11800.00,0.93
2041.00,22.00,166.50,26.00,1600.00,0.78
16003.00,3.00,27.00,37.00,12400.00,0.85
2013.00,24.00,178.00,20.00,1600.00,0.46
1863.00,23.00,172.10,23.00,1400.00,0.53
7670.00,10.00,106.20,30.00,5900.00,0.85
6073.00,13.00,138.30,33.00,4700.00,0.51
7356.00,9.00,116.50,36.00,5700.00,0.48
7642.00,10.00,125.90,28.00,6800.00,0.90
6377.00,12.00,129.30,27.00,4900.00,0.67
6779.00,11.00,114.90,22.00,5300.00,0.52
1906.00,20.00,165.80,25.00,1200.00,0.84
2109.00,21.00,172.80,23.00,1300.00,0.87
17483.00,1.00,19.30,19.00,13500.00,0.60
8529.00,9.00,101.80,38.00,6600.00,0.47
9831.00,7.00,89.90,17.00,7600.00,0.72
7838.00,9.00,115.70,30.00,6100.00,0.61
5536.00,12.00,142.20,30.00,4300.00,0.69
17233.00,1.00,22.90,21.00,13300.00,0.81
3529.00,17.00,157.40,33.00,2700.00,0.56
17858.00,1.00,17.80,27.00,13800.00,0.92
7311.00,11.00,115.10,25.00,5700.00,0.72
7103.00,11.00,118.60,32.00,5500.00,0.87
10840.00,6.00,82.50,26.00,8400.00,0.71
11828.00,6.00,80.10,36.00,9200.00,0.46
